Run,Layers,Units,Dropout,Learning_Rate,Batch_Size,Best_Epoch,Best_Val_Loss,Training_Time_Seconds,RMSE,MAE,MAPE,R2
run_01,1,32,0.2,0.001,64,9,0.0012826725142076612,317.39957451820374,937.4908974126141,701.1036157160775,5.404757843957167,0.914628980332702
run_02,1,64,0.2,0.001,64,26,0.0017102720448747277,1037.5389957427979,1082.5345456717068,882.1293525122996,7.181631455468383,0.8861691763889123
run_03,1,128,0.2,0.001,64,3,0.001291938009671867,514.2066056728363,940.8708817809401,704.3538862152899,5.433045631582442,0.9140122855364502
run_04,2,64-32,0.2,0.001,64,9,0.001637614332139492,805.282755613327,1059.2901125266185,833.5089572423243,6.4242958419440415,0.8910050976741472
run_05,2,64-32,0.3,0.001,64,6,0.0014503106940537691,653.658403635025,996.8726219987642,689.0493082857294,5.120895054485166,0.9034714712535175
run_06,2,64-32,0.3,0.0005,64,13,0.0012111692922189832,1088.5771458148956,910.9856537760288,649.572980248013,4.90460216309214,0.91938805036494
