Run,Layers,Units,Dropout,Learning_Rate,Batch_Size,Best_Epoch,Best_Val_Loss,Training_Time_Seconds,RMSE,MAE,MAPE,R2
run_01,1,32,0.2,0.001,64,18,0.0013496819883584976,723.5192539691925,1407.3854112283857,1093.6146339091372,3.294358610295994,0.9547973798181459
run_02,1,64,0.2,0.001,64,29,0.000627269793767482,1608.6678085327148,959.4550123364929,685.5429358598228,2.1228920027178853,0.9789919011708959
run_03,1,128,0.2,0.001,64,11,0.0015494489343836904,1604.352457523346,1507.9469690978033,1211.4998781911866,3.6654822250712713,0.9481068950116155
run_04,2,64-32,0.2,0.001,64,17,0.0013690671185031533,1950.575915336609,1417.45652276573,1123.2897064988042,3.4644111421772523,0.9541481341252959
run_05,2,64-32,0.3,0.001,64,10,0.0014003192773088813,1148.2752249240875,1433.5436024561227,1053.5240517285451,3.1736591565123504,0.9531014588402991
run_06,2,64-32,0.3,0.0005,64,29,0.0008396133780479431,1810.7757177352905,1110.035913253118,838.8634435362633,2.59368777360066,0.9718802419565201
