Zone,Average_Response_Time_ms,Median_Response_Time_ms,Minimum_Response_Time_ms,Maximum_Response_Time_ms,Samples_Measured
Zone_1,266.71828400110826,261.26455003395677,256.78570003947243,369.1953999805264,100
