Zone,Average_Response_Time_ms,Median_Response_Time_ms,Minimum_Response_Time_ms,Maximum_Response_Time_ms,Samples_Measured
Zone_2,273.4387189990957,269.6375000086846,264.0239000029396,315.648699994199,100
