Zone,Average_Response_Time_ms,Median_Response_Time_ms,Minimum_Response_Time_ms,Maximum_Response_Time_ms,Samples_Measured
Zone_3,545.7040960004088,541.3226000091527,526.7387000203598,619.607000000542,100
