Zone,Average_Response_Time_ms,Median_Response_Time_ms,Minimum_Response_Time_ms,Maximum_Response_Time_ms,Samples_Measured
Zone_1,271.8687290008529,268.943949995446,261.7929000116419,374.6147000056226,100
