Model,Zone,RMSE,MAE,MAPE,R2,Test_Set_Total_Inference_Time_Sec,Avg_Inference_Time_Per_Sample_ms,Throughput_Samples_Per_Sec,Single_Sample_Latency_ms,Test_Set_Size,Notes
GRU,Zone_1_Power_Consumption,640.2018751887517,460.138648895035,1.6093755825848228,0.9888317052971171,1.7040275000035763,0.21671467633264355,4614.362150835886,422.2449000008055,7863,best architecture=gru_small; predictions inverse-transformed to Watts; refit on train+validation before test evaluation
GRU,Zone_2_Power_Consumption,592.0059945146684,416.7411364720103,1.7312879399387706,0.9887782716115682,4.255290000000969,0.5411789393362544,1847.8176575505336,420.70070000045234,7863,best architecture=gru_medium; predictions inverse-transformed to Watts; refit on train+validation before test evaluation
GRU,Zone_3_Power_Consumption,499.54561377618853,349.7662957534867,2.995270266161091,0.9778881370801275,1.6271094999974594,0.20693240493418028,4832.495907627776,421.42290000629146,7863,best architecture=gru_small; predictions inverse-transformed to Watts; refit on train+validation before test evaluation
